chr,start,end,hervd_name,intact_ENV,intact_POL,intact_GAG,SNP,SNP_phenotype,dist_from_SNP,virus_length_bp,nearest_gene,dist_nearest_gene
chr5,95043041,95047798,"ERV_3256518_HERVS71_int,LTR6B",TRUE,TRUE,TRUE,rs153916,NAN,-1,4757,RHOBTB3,19241
chr5,95502532,95508132,"ERV_3256774_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5600,MIR583,87616
chr5,96645149,96653309,ERV_3257455_HERV9_int,TRUE,TRUE,TRUE,None,None,-1,8160,RIOK2,126198
chr5,97364894,97371429,"ERV_3257836_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6535,LINC01846,50140
chr5,97415787,97421054,"ERV_3130248_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5267,LINC01846,515
chr5,97495142,97496525,ERV_3130307_PRIMA41_int,FALSE,TRUE,TRUE,None,None,-1,1383,LINC01846,1801
chr5,97770220,97777041,"ERV_3130513_LTR7C,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6821,LINC01846,273277
chr5,98346528,98352661,"ERV_3258272_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,6133,LINC02062,6803
chr5,99319935,99322076,ERV_3131753_HERV9NC_int,TRUE,TRUE,TRUE,None,None,-1,2141,LOC100133050,393132
chr5,100319996,100325939,"ERV_3259271_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5943,ST8SIA4,81010
chr5,100382912,100386188,"ERV_3132597_HERV4_I_int,MER51E",FALSE,TRUE,TRUE,None,None,-1,3276,ST8SIA4,143926
chr5,100650944,100656326,"ERV_3132785_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5382,ST8SIA4,411958
chr5,100943040,100951127,"ERV_3133025_ERVL47_int,LTR47B3",FALSE,TRUE,FALSE,None,None,-1,8087,SLCO4C1,618562
chr5,101094044,101098713,"ERV_3259569_HERVL18_int,LTR18A",FALSE,TRUE,FALSE,None,None,-1,4669,SLCO4C1,470976
chr5,101288542,101290127,ERV_3259662_PABL_B_int,TRUE,TRUE,TRUE,None,None,-1,1585,SLCO4C1,279562
chr5,101673513,101682137,"ERV_3259840_MER41C,PRIMA41_int",FALSE,TRUE,FALSE,None,None,-1,8624,SLCO6A1,25340
chr5,103360022,103367410,"ERV_3134892_LTR1D1,MER52_int",FALSE,TRUE,TRUE,None,None,-1,7388,NUDT12,461532
chr5,103367411,103373028,"ERV_3134893_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5617,NUDT12,468921
chr5,103399336,103406182,"ERV_3260769_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6846,NUDT12,500846
chr5,103926698,103933941,ERV_3135262_HERVFH19_int,TRUE,TRUE,TRUE,None,None,-1,7243,RAB9BP1,501233
chr5,104447998,104451250,"ERV_3261222_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,3252,RAB9BP1,12199
chr5,105896849,105899806,ERV_3136848_HERVL_int,FALSE,TRUE,TRUE,rs12517578,NAN,-1,2957,LINC01950,251091
chr5,106248445,106255117,"ERV_3262028_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6672,LINC01950,98270
chr5,106314289,106319813,"ERV_3137168_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5524,LINC01950,32426
chr5,107887502,107890739,"ERV_3138427_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,3237,FBXL17,169703
chr5,107903362,107909816,"ERV_3262822_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6454,LINC01023,153709
chr5,107909807,107914283,"ERV_3262823_LTR17,HERV17_int",FALSE,TRUE,TRUE,rs10447248,NAN,-1,4476,LINC01023,149242
chr5,109539813,109544471,ERV_3263739_HERVL_int,FALSE,TRUE,TRUE,rs4460176,NAN,-1,4658,TMEM232,210725
chr5,109866637,109871219,"ERV_3139914_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4582,MIR548F3,17021
chr5,109871509,109878852,"ERV_3139915_HERV4_I_int,MER51A",FALSE,TRUE,TRUE,None,None,-1,7343,MIR548F3,21893
chr5,111256870,111262815,ERV_3264586_HUERS-P3_int,FALSE,TRUE,TRUE,None,None,-1,5945,NREP-AS1,14611
chr5,111376993,111383214,"ERV_3264652_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,6221,NREP-AS1,23990
chr5,111779389,111787195,"ERV_3141368_LTR17,HERV17_int",TRUE,TRUE,TRUE,None,None,-1,7806,EPB41L4A-DT,22714
chr5,111860042,111867888,ERV_3141425_HERVE_a_int,TRUE,TRUE,TRUE,None,None,-1,7846,LINC02200,96244
chr5,111915605,111921153,"ERV_3141467_HERVL32_int,LTR32",FALSE,TRUE,FALSE,None,None,-1,5548,LINC02200,42979
chr5,112955806,112961142,ERV_3265598_HERV9NC_int,TRUE,TRUE,TRUE,None,None,-1,5336,YTHDC2,24825
chr5,113047617,113052313,"ERV_3142452_HERVK9_int,MER9a2",FALSE,TRUE,TRUE,None,None,-1,4696,YTHDC2,116636
chr5,113107082,113113378,"ERV_3265683_HERV4_I_int,MER51A",FALSE,TRUE,TRUE,None,None,-1,6296,YTHDC2,176101
chr5,113478652,113485927,"ERV_3265935_HERVK11D_int,MER11D",TRUE,TRUE,TRUE,None,None,-1,7275,KCNN2,94253
chr5,114326133,114334859,ERV_3143292_HERV9_int,TRUE,TRUE,TRUE,None,None,-1,8726,TRIM36,125609
chr5,114371792,114377975,"ERV_3266336_HERVK9_int,MER9a3",TRUE,TRUE,TRUE,None,None,-1,6183,TRIM36,82493
chr5,114408249,114420985,"ERV_3266354_HUERS-P3_int,LTR9C",TRUE,TRUE,TRUE,None,None,-1,12736,TRIM36,39483
chr5,114986517,114991106,"ERV_3143845_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,4589,LOC102467217,13285
chr5,115060352,115067232,"ERV_3266734_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6880,LOC102467217,52003
chr5,116382111,116387944,"ERV_3267566_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5833,LINC02214,284206
chr5,117902676,117906434,"ERV_3146114_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,3758,LINC02208,4864
chr5,118283818,118288341,"ERV_3268492_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4523,MIR1244-2,21939
chr5,118763045,118768971,"ERV_3268823_LTR12,HERV9N_int",FALSE,TRUE,TRUE,None,None,-1,5926,HSD17B4,19220
chr5,119545213,119552264,"ERV_3269255_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,7051,PRR16,247708
chr5,120033241,120039112,"ERV_3269503_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5871,PRR16,10214
chr5,121192513,121196641,"ERV_3270054_HERVK9_int,MER9a2",TRUE,TRUE,TRUE,None,None,-1,4128,FTMT,3985
chr5,121809921,121814577,"ERV_3270375_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4656,MGC32805,4861
chr5,121952588,121960090,"ERV_3270454_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,7502,LINC02201,4556
chr5,122200819,122204596,"ERV_3270641_ERVL-B4_int,MLT2B4",FALSE,TRUE,FALSE,None,None,-1,3777,SNX24,23289
chr5,122306618,122310769,"ERV_3270725_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,4151,SNX24,38282
chr5,123639451,123645199,"ERV_3150468_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5748,LINC01170,134762
chr5,123832728,123838461,"ERV_3150599_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5733,LINC01170,58515
chr5,124302379,124307919,"ERV_3271852_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5540,LOC101927421,64604
chr5,124998902,125002991,ERV_3272186_HERVFH19_int,FALSE,TRUE,FALSE,None,None,-1,4089,LINC02240,60982
chr5,125250249,125264868,"ERV_3151727_LTR71A,HERVP71A_int",TRUE,TRUE,TRUE,None,None,-1,14619,LINC02039,250401
chr5,125557564,125564622,ERV_3151953_HERV9_int,TRUE,TRUE,TRUE,None,None,-1,7058,LINC02039,28021
chr5,126002788,126010758,"ERV_3272740_LTR7,HERVH_int,LTR7B",FALSE,TRUE,TRUE,None,None,-1,7970,TEX43,30812
chr5,126175029,126181397,"ERV_3272960_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6368,LMNB1,2317
chr5,127009682,127016188,"ERV_3153202_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,6506,CTXN3,15360
chr5,128067038,128071690,"ERV_3153994_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,4652,FBN2,193100
chr5,129877379,129885810,"ERV_3274888_LTR71A,HERVP71A_int",TRUE,TRUE,TRUE,None,None,-1,8431,CHSY3,355052
chr5,129969763,129977515,ERV_3155316_HERV9_int,TRUE,TRUE,TRUE,None,None,-1,7752,CHSY3,447436
chr5,130907573,130917561,"ERV_3156169_LTR7Y,HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,9988,FNIP1,59845
chr5,131616933,131623496,"ERV_3275815_LTR57_int,LTR57",FALSE,TRUE,FALSE,rs9791170,NAN,-1,6563,SLC22A4,6590
chr5,135066688,135073175,"ERV_3278233_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6487,MIR5692C1,65498
chr5,135637062,135642719,"ERV_3160383_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,5657,TRPC7-AS2,14726
chr5,135876632,135881082,"ERV_3278710_HERVH_int,LTR7Y",TRUE,TRUE,TRUE,None,None,-1,4450,TRPC7,175468
chr5,135882020,135887243,"ERV_3278711_LTR7Y,LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5223,TRPC7,180856
chr5,135901029,135906940,"ERV_3278720_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5911,TRPC7,199865
chr5,138883372,138890851,ERV_3163567_HERV9_int,TRUE,TRUE,TRUE,rs7447927,NAN,-1,7479,STING1,21029
chr5,140285360,140291921,"ERV_3281961_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,6561,PCDHAC1,14380
chr5,143304561,143305792,"ERV_3284156_LTR7,HERVH_int",FALSE,TRUE,FALSE,None,None,-1,1231,HMHB1,104280
chr5,143990915,143996463,"ERV_3284608_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5548,KCTD16,125666
chr5,144227598,144231099,ERV_3284753_HERV9_int,FALSE,TRUE,TRUE,None,None,-1,3501,KCTD16,362349
chr5,146380558,146387525,"ERV_3170780_LTR12_,HERV9N_int",FALSE,TRUE,TRUE,rs9325032,NAN,-1,6967,PPP2R2B,55142
chr5,147239849,147248630,"ERV_3171607_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,8781,SCGB3A2,9643
chr5,147249399,147254119,"ERV_3286881_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,4720,SCGB3A2,4154
chr5,150251772,150257160,"ERV_3174888_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,5388,ZNF300,16793
chr5,150364966,150373218,"ERV_3289504_LTR46_int,LTR46",TRUE,TRUE,TRUE,None,None,-1,8252,GPX3,26933
chr5,150624253,150631187,"ERV_3289760_HERV4_I_int,MER51A",TRUE,TRUE,TRUE,None,None,-1,6934,GM2A,1558
chr5,152099578,152104582,"ERV_3176690_LTR10B1,HERVIP10B3_int",TRUE,FALSE,FALSE,None,None,-1,5004,LINC01470,106058
chr5,152829247,152834990,"ERV_3291431_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5743,GRIA1,35093
chr5,154015513,154024215,"ERV_3292433_HERVK_int,LTR5B",TRUE,TRUE,TRUE,rs10064618,NAN,-1,8702,LARP1,38323
chr5,154257696,154265368,"ERV_3179070_LTR10B1,HERVIP10B3_int",TRUE,TRUE,TRUE,None,None,-1,7672,CNOT8,1344
chr5,155513912,155523230,ERV_3293691_PABL_B_int,FALSE,TRUE,TRUE,None,None,-1,9318,SGCD,230536
chr5,156084717,156093896,"ERV_3294085_LTR5_Hs,HERVK_int",TRUE,TRUE,TRUE,None,None,-1,9179,SGCD,100353
chr5,157306157,157315000,"ERV_3182061_LTR12C,HERV9NC_int",FALSE,TRUE,TRUE,None,None,-1,8843,CLINT1,20004
chr5,158660917,158664896,ERV_3295936_HERVL_int,FALSE,TRUE,FALSE,None,None,-1,3979,LINC01932,10174
chr5,160359117,160365835,"ERV_3297335_HERVL18_int,LTR18A",FALSE,TRUE,FALSE,None,None,-1,6718,LINC02159,6516
chr5,160417230,160427120,"ERV_3185240_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,9890,LINC02159,51597
chr5,160667271,160673216,"ERV_3185472_LTR7,HERVH_int,LTR7B",FALSE,TRUE,TRUE,None,None,-1,5945,GABRB2,42219
chr5,160675416,160682020,"ERV_3185473_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6604,GABRB2,33415
chr5,161702434,161708185,"ERV_3298102_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5751,GABRG2,119889
chr5,162761366,162767596,"ERV_3187336_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6230,CCNG1,96980
chr5,165555063,165563035,"ERV_3300263_HERVFH21_int,LTR21B",FALSE,TRUE,TRUE,None,None,-1,7972,LINC01947,769191
chr5,166167063,166171672,"ERV_3300644_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,4609,LINC01947,160554
chr5,166724636,166730694,"ERV_3301059_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6058,LOC101927908,129230
chr5,170189085,170194879,"ERV_3303623_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5794,GABRP,15843
chr5,170427581,170435850,"ERV_3303787_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,8269,RANBP17,146829
chr5,171823993,171829697,"ERV_3196016_MER11B,HERVK11_int",TRUE,TRUE,TRUE,None,None,-1,5704,SH3PXD2B,57534
chr5,175800867,175808753,"ERV_3308362_MER57C1,MER57A_int",FALSE,TRUE,FALSE,None,None,-1,7886,NOP16,2186
chr5,178476008,178482099,ERV_3310634_HERVE_a_int,TRUE,TRUE,TRUE,None,None,-1,6091,ZNF354C,5274
chr5,179842688,179847555,"ERV_3311583_HERVH_int,LTR7Y",TRUE,TRUE,TRUE,None,None,-1,4867,GFPT2,62352
chr6,2303262,2307804,"ERV_3413286_HERVL_int,MLT2A1",FALSE,TRUE,FALSE,None,None,-1,4542,GMDS,57423
chr6,3167270,3174090,"ERV_3414031_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,6820,LINC02525,8960
chr6,6028043,6033869,"ERV_3315937_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5826,NRN1,20205
chr6,6065195,6068827,"ERV_3315957_HERVK9_int,MER9a3",TRUE,TRUE,TRUE,None,None,-1,3632,NRN1,57357
chr6,6690487,6691921,ERV_3416991_ERV3-16A3_I_int,FALSE,TRUE,FALSE,None,None,-1,1434,LY86,35272
chr6,8403501,8410135,"ERV_3317514_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,6634,SLC35B3,1532
chr6,9145723,9153286,"ERV_3419290_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,None,None,-1,7563,LOC100506207,360045
chr6,11102978,11112450,"ERV_3319200_MER50_int,MER50",TRUE,TRUE,TRUE,rs2153157,NAN,-1,9472,ERVFRD-1,8980
chr6,11786958,11791999,"ERV_3421671_HERVFH21_int,LTR21C",TRUE,TRUE,TRUE,rs1205863,NAN,-1,5041,ADTRP,7678
chr6,12667402,12673246,"ERV_3422480_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5844,PHACTR1,43752
chr6,13878567,13883972,"ERV_3423685_LTR17,HERV17_int",FALSE,TRUE,TRUE,None,None,-1,5405,RNF182,40704
chr6,14297173,14303082,"ERV_3321220_LTR7,HERVH_int",TRUE,TRUE,TRUE,rs12526133,NAN,-1,5909,LINC01108,11488
chr6,16259243,16265136,"ERV_3322670_LTR7,HERVH_int",TRUE,TRUE,TRUE,rs7765828,Hematological Phenotypes,21042,5893,GMPR,26319
chr6,16455961,16464856,"ERV_3426279_HERV9_int,LTR12F",TRUE,TRUE,TRUE,None,None,-1,8895,GMPR,160181
chr6,16886216,16891878,"ERV_3426694_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5662,ATXN1-AS1,119102
chr6,17321919,17327168,ERV_3323328_HERVFH21_int,FALSE,TRUE,TRUE,None,None,-1,5249,RBM24,27817
chr6,18754375,18760112,"ERV_3324485_LTR7,HERVH_int",TRUE,TRUE,TRUE,rs17658562,NAN,-1,5737,MIR548A1HG,31246
chr6,19270843,19278463,"ERV_3428926_HERV9NC_int,LTR12D",FALSE,TRUE,TRUE,None,None,-1,7620,LOC101928519,90132
chr6,19401810,19407138,"ERV_3324830_HERVL_int,MLT2A1",FALSE,TRUE,TRUE,None,None,-1,5328,LOC105374960,42913
chr6,19539693,19545044,"ERV_3429149_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,5351,LOC105374960,80114
chr6,21358425,21361374,ERV_3326179_HERVL32_int,FALSE,TRUE,FALSE,None,None,-1,2949,LINC00581,124917
chr6,21361723,21367514,"ERV_3326181_LTR7,HERVH_int",TRUE,TRUE,TRUE,rs9466056,NAN,-1,5791,LINC00581,118777
chr6,23156011,23160666,"ERV_3432391_HERVL_int,MLT2A1",FALSE,TRUE,FALSE,None,None,-1,4655,LOC105374972,437858
chr6,23161172,23168914,"ERV_3432394_HERVK22_int,LTR22C0",TRUE,TRUE,TRUE,None,None,-1,7742,LOC105374972,443019
chr6,24676916,24683328,"ERV_3328083_LTR17,HERV17_int",TRUE,TRUE,TRUE,None,None,-1,6412,TDP2,9789
chr6,26257447,26260689,"ERV_3435264_HERVK22_int,LTR22A",FALSE,TRUE,TRUE,rs9358913,NAN,-1,3242,H2BC9,5144
chr6,26288250,26296494,"ERV_3329145_LTR3,HERVK3_int",TRUE,TRUE,TRUE,None,None,-1,8244,H4C8,2523
chr6,27145947,27154317,"ERV_3436188_LTR10B2,HERVIP10B3_int",FALSE,TRUE,TRUE,rs13194053,NAN,-1,8370,MIR3143,30480
chr6,27155300,27164058,"ERV_3436192_LTR14,HERVKC4_int",TRUE,TRUE,TRUE,None,None,-1,8758,MIR3143,39833
chr6,27732706,27737370,"ERV_3436857_MER70_int,MER70B",FALSE,TRUE,FALSE,rs7776351,NAN,-1,4664,LOC100131289,1740
chr6,28650368,28660735,"ERV_3437694_LTR5_Hs,HERVK_int",TRUE,TRUE,TRUE,None,None,-1,10367,LINC00533,28116
chr6,28733956,28744279,"ERV_3330866_HERVS71_int,LTR6A",FALSE,TRUE,TRUE,None,None,-1,10323,LINC01623,83122
chr6,29213254,29220585,"ERV_3331172_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,7331,LOC101929006,21608
chr6,29843427,29849606,"ERV_3331471_MER9a1,HERVK9_int",TRUE,TRUE,TRUE,None,None,-1,6179,HCP5B,1867
chr6,30934151,30939610,"ERV_3439778_HERVL_int,MLT2A1",FALSE,TRUE,FALSE,None,None,-1,5459,HCG21,11512
chr6,30957053,30970538,"ERV_3439800_ERVL47_int,LTR47A2",FALSE,TRUE,FALSE,None,None,-1,13485,MUC21,627
chr6,31199762,31203873,"ERV_3332436_HERVK9_int,MER9a3",FALSE,TRUE,TRUE,None,None,-1,4111,HCG27,28017
chr6,31296857,31304743,ERV_3332484_HERVIP10B3_int,FALSE,TRUE,FALSE,None,None,-1,7886,HLA-B,16908
chr6,31394695,31403781,"ERV_3440217_MLT2A1,HERVL_int",FALSE,TRUE,TRUE,rs3093970,NAN,-1,9086,LINC01149,5662
chr6,31952469,31958829,"ERV_3332932_LTR14,HERVKC4_int",TRUE,TRUE,TRUE,rs429608,NAN,-1,6360,STK19,3246
chr6,31985207,31991567,"ERV_3332939_LTR14,HERVKC4_int",TRUE,TRUE,TRUE,rs17421624,NAN,-1,6360,TNXA,4407
chr6,32443272,32447375,"ERV_3333197_LTR3,HERVK3_int",FALSE,TRUE,TRUE,rs2395185,NAN,-1,4103,HLA-DRA,30449
chr6,32527497,32535122,"ERV_3333245_LTR3,HERVK3_int",FALSE,TRUE,TRUE,rs9271366,Social Communication,10318,7625,HLA-DRB6,282
chr6,33017008,33024295,"ERV_3441715_HERVK22_int,LTR22B1",FALSE,TRUE,TRUE,rs17840186,NAN,-1,7287,HLA-DPA1,8050
chr6,33085516,33092780,"ERV_3333563_HUERS-P3_int,LTR9C",FALSE,TRUE,TRUE,rs2281389,NAN,-1,7264,HLA-DPB2,11374
chr6,33313687,33319580,"ERV_3442008_HERVH_int,LTR7B",TRUE,TRUE,TRUE,None,None,-1,5893,SMIM40,16631
chr6,38584305,38592262,"ERV_3447924_HERV9_int,LTR12F",FALSE,TRUE,TRUE,None,None,-1,7957,BTBD9,20462
chr6,39099289,39104296,"ERV_3338518_LTR7,HERVH_int",TRUE,TRUE,TRUE,rs2758886,NAN,-1,5007,SAYSD1,16327
chr6,39960915,39967194,"ERV_3339077_HERV3_int,HERV1_LTRe",TRUE,TRUE,TRUE,None,None,-1,6279,MOCS1,58714
chr6,40829137,40836506,"ERV_3339616_LTR7,HERVH_int",TRUE,TRUE,TRUE,rs12664598,NAN,-1,7369,LOC101929555,10118
chr6,42861409,42871367,"ERV_3341325_HERVK_int,LTR5B",TRUE,TRUE,TRUE,None,None,-1,9958,C6orf226,2850
chr6,45203467,45209450,"ERV_3454775_HERVK9_int,MER9a3",TRUE,TRUE,TRUE,None,None,-1,5983,MIR586,37960
chr6,47143426,47149946,"ERV_3344272_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,6520,TNFRSF21,49321
chr6,47280428,47284511,"ERV_3344345_MER9a1,HERVK9_int",FALSE,TRUE,TRUE,None,None,-1,4083,TNFRSF21,2787
chr6,48841313,48847362,"ERV_3457964_LTR14C,HERVK14C_int",TRUE,TRUE,TRUE,None,None,-1,6049,MMUT,550710
chr6,49468991,49476555,"ERV_3345460_HERVK11D_int,MER11D",TRUE,TRUE,TRUE,None,None,-1,7564,CENPQ,8171
chr6,49854632,49859191,"ERV_3345672_LTR22E,HERVK22_int",TRUE,TRUE,TRUE,None,None,-1,4559,CRISP1,9823
chr6,50322533,50326815,"ERV_3459175_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,4282,DEFB112,304891
chr6,51019498,51026523,"ERV_3459757_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,7025,TFAP2B,204166
chr6,51803039,51809224,"ERV_3460528_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6185,PKHD1,149372
chr6,52779674,52786727,"ERV_3347292_LTR17,HERV17_int",TRUE,TRUE,TRUE,None,None,-1,7053,GSTA3,5178
chr6,52786713,52791952,ERV_3461428_HERV3_int,FALSE,TRUE,TRUE,None,None,-1,5239,GSTA3,12217
chr6,55488902,55493039,"ERV_3463712_HERVL_int,MLT2A1",FALSE,TRUE,FALSE,None,None,-1,4137,HMGCLL1,44890
chr6,55875537,55881620,"ERV_3349085_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6083,COL21A1,39767
chr6,56934671,56939564,"ERV_3464939_HERVK22_int,LTR22C0",TRUE,TRUE,TRUE,None,None,-1,4893,KIAA1586,14634
chr6,57529373,57534214,"ERV_3466156_MLT2A1,HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,4841,PRIM2,15997
chr6,57622734,57628722,"ERV_3466208_HERVK_int,LTR5A",TRUE,TRUE,TRUE,None,None,-1,5988,PRIM2,109358
chr6,58726260,58730238,ERV_3465931_HERVK11_int,TRUE,TRUE,TRUE,None,None,-1,3978,LINC00680-GUSBP4,438536
chr6,58738974,58745986,"ERV_3350411_MER9a1,HERVK9_int",TRUE,TRUE,TRUE,None,None,-1,7012,LINC00680-GUSBP4,451250
chr6,61943454,61950454,"ERV_3351001_MER9a1,HERVK9_int",TRUE,TRUE,TRUE,None,None,-1,7000,KHDRBS2,302147
chr6,61959211,61963176,ERV_3466610_HERVK11_int,TRUE,TRUE,TRUE,None,None,-1,3965,KHDRBS2,289425
chr6,62310091,62316192,"ERV_3466676_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6101,KHDRBS2,23965
chr6,62828439,62832660,"ERV_3467097_HERVL_int,MLT2A2",FALSE,TRUE,TRUE,None,None,-1,4221,KHDRBS2,167691
chr6,63295837,63301640,"ERV_3467458_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5803,KHDRBS2,299705
chr6,63501576,63507386,"ERV_3467628_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5810,LGSN,478469
chr6,63715393,63721353,"ERV_3467745_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,5960,LGSN,264502
chr6,63787407,63796650,"ERV_3351666_HERV9_int,LTR12F",TRUE,TRUE,TRUE,None,None,-1,9243,LGSN,189205
chr6,63842245,63848728,"ERV_3351689_MLT2A1,HERVL_int",FALSE,TRUE,FALSE,None,None,-1,6483,LGSN,137127
chr6,64035503,64043152,"ERV_3351783_LTR12C,HERV9NC_int",TRUE,TRUE,TRUE,None,None,-1,7649,LGSN,5615
chr6,64660120,64666422,"ERV_3468582_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6302,SCAT8,127585
chr6,64733502,64742224,"ERV_3468639_LTR12C,HERV9NC_int",TRUE,TRUE,TRUE,None,None,-1,8722,SCAT8,200967
chr6,65008893,65014139,"ERV_3468868_HERVK22_int,LTR22B1",TRUE,TRUE,TRUE,None,None,-1,5246,SCAT8,476358
chr6,65036001,65045565,"ERV_3468883_HERV1_LTRc,HERV1_I_int",FALSE,TRUE,TRUE,None,None,-1,9564,SCAT8,503466
chr6,65714885,65721877,"ERV_3469408_LTR17,HERV17_int",FALSE,TRUE,TRUE,None,None,-1,6992,LOC441155,289433
chr6,66382661,66383858,"ERV_3352937_LTR7,HERVH_int",FALSE,TRUE,TRUE,None,None,-1,1197,EYS,34457
chr6,66849731,66856425,ERV_3353152_MER52_int,FALSE,TRUE,TRUE,None,None,-1,6694,SLC25A51P1,350355
chr6,66871542,66884100,"ERV_3353159_LTR10B,HERVIP10B3_int",FALSE,TRUE,FALSE,None,None,-1,12558,SLC25A51P1,372166
chr6,67633371,67636815,ERV_3353507_HUERS-P3_int,TRUE,TRUE,TRUE,None,None,-1,3444,LOC102723883,1128427
chr6,68577521,68584365,"ERV_3353908_LTR7,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,6844,LOC102723883,180877
chr6,68590889,68599365,"ERV_3353914_LTR7C,HERVH_int",TRUE,TRUE,TRUE,None,None,-1,8476,LOC102723883,165877
chr6,68844402,68850027,ERV_3354031_HERVL_int,FALSE,TRUE,TRUE,None,None,-1,5625,LOC102723883,74008
chr6,69310141,69319625,"ERV_3472163_HERVL_int,MLT2A2",FALSE,TRUE,FALSE,None,None,-1,9484,LOC101928307,22929
chr6,69917447,69919945,ERV_3354531_HERVL_int,FALSE,TRUE,FALSE,None,None,-1,2498,ADGRB3,181951
